time,true_r,fixed_r,adaptive_r,oracle_r
0.0,1.0,1.0,0.8213756105896706,1.0
0.1,1.087733263495013,1.0,0.8665611767533148,1.087733263495013
0.2,1.1740829210153985,1.0,0.9983016397572269,1.1740829210153985
0.30000000000000004,1.2576871868792745,1.0,1.1320938380381884,1.2576871868792745
0.4,1.3372275718712008,1.0,1.1906666040047265,1.3372275718712008
0.5,1.411449676604731,1.0,1.2070435488296933,1.411449676604731
0.6000000000000001,1.4791829741500822,1.0,1.2252254077164488,1.4791829741500822
0.7000000000000001,1.5393592699430525,1.0,1.2659394600587879,1.5393592699430525
0.8,1.5910295478514105,1.0,1.2481114499921149,1.5910295478514105
0.9,1.6333789367262137,1.0,1.3559132757036028,1.6333789367262137
1.0,1.6657395614066073,1.0,1.4338025086254527,1.6657395614066073
1.1,1.687601075510082,1.0,1.4064882105723482,1.687601075510082
1.2000000000000002,1.69861870989979,1.0,1.4367103942401225,1.69861870989979
1.3,1.69861870989979,1.0,1.4841026954259522,1.69861870989979
1.4000000000000001,1.687601075510082,1.0,1.53226817520807,1.687601075510082
1.5,1.6657395614066075,1.0,1.531548515809867,1.6657395614066075
1.6,1.6333789367262135,1.0,1.5291860848247412,1.6333789367262135
1.7000000000000002,1.5910295478514105,1.0,1.52384122880627,1.5910295478514105
1.8,1.5393592699430525,1.0,1.4279897976264708,1.5393592699430525
1.9000000000000001,1.4791829741500822,1.0,1.4378361775639663,1.4791829741500822
2.0,1.4114496766047313,1.0,1.2362430077106668,1.4114496766047313
2.1,1.3372275718712006,1.0,1.331784290430503,1.3372275718712006
2.2,1.2576871868792745,1.0,1.3932168830754028,1.2576871868792745
2.3000000000000003,1.174082921015398,1.0,1.4010834927041447,1.174082921015398
2.4000000000000004,1.0877332634950128,1.0,1.3153760327227042,1.0877332634950128
2.5,1.0,1.0,1.3016340127234958,1.0
2.6,0.912266736504987,1.0,1.3525496124371847,0.912266736504987
2.7,0.8259170789846018,1.0,1.115740023189509,0.8259170789846018
2.8000000000000003,0.7423128131207255,1.0,0.9698727525385392,0.7423128131207255
2.9000000000000004,0.662772428128799,1.0,1.138680337470801,0.662772428128799
3.0,0.5885503233952689,1.0,1.0474663134694475,0.5885503233952689
3.1,0.5208170258499178,1.0,0.914218716550879,0.5208170258499178
3.2,0.4606407300569475,1.0,0.786194946923839,0.4606407300569475
3.3000000000000003,0.40897045214858974,1.0,0.6963444321725656,0.40897045214858974
3.4000000000000004,0.3666210632737862,1.0,0.6377135119381054,0.3666210632737862
3.5,0.3342604385933926,1.0,0.5830224978489346,0.3342604385933926
3.6,0.3123989244899179,1.0,0.5180669491809927,0.3123989244899179
3.7,0.30138129010021,1.0,0.4876394097744231,0.30138129010021
3.8000000000000003,0.30138129010021,1.0,0.4391460436306843,0.30138129010021
3.9000000000000004,0.312398924489918,1.0,0.44807816449461013,0.312398924489918
4.0,0.3342604385933925,1.0,0.4143969050951329,0.3342604385933925
4.1000000000000005,0.36662106327378663,1.0,0.393193715826464,0.36662106327378663
4.2,0.4089704521485895,1.0,0.46639630263262855,0.4089704521485895
4.3,0.4606407300569473,1.0,0.4500079433586258,0.4606407300569473
4.4,0.5208170258499183,1.0,0.45829528529495434,0.5208170258499183
4.5,0.5885503233952687,1.0,0.5204351222280811,0.5885503233952687
4.6000000000000005,0.6627724281287999,1.0,0.4944896985099916,0.6627724281287999
4.7,0.7423128131207255,1.0,0.5422548522233475,0.7423128131207255
4.800000000000001,0.8259170789846019,1.0,0.5965700103964506,0.8259170789846019
4.9,0.9122667365049874,1.0,0.6192075656178013,0.9122667365049874
5.0,0.9999999999999998,1.0,0.6707466556232251,0.9999999999999998
5.1000000000000005,1.0877332634950134,1.0,0.7194067033620055,1.0877332634950134
5.2,1.1740829210153985,1.0,0.7502268446608895,1.1740829210153985
5.300000000000001,1.2576871868792747,1.0,0.7251534302617859,1.2576871868792747
5.4,1.3372275718712003,1.0,0.7232184043731369,1.3372275718712003
5.5,1.4114496766047306,1.0,0.7496166856896299,1.4114496766047306
5.6000000000000005,1.479182974150082,1.0,0.7095581207961505,1.479182974150082
5.7,1.5393592699430525,1.0,0.7142558428111009,1.5393592699430525
5.800000000000001,1.591029547851411,1.0,0.7554704066607739,1.591029547851411
5.9,1.6333789367262137,1.0,0.6783196780913865,1.6333789367262137
6.0,1.6657395614066073,1.0,0.6268167165020502,1.6657395614066073
6.1000000000000005,1.687601075510082,1.0,0.7035504001401023,1.687601075510082
6.2,1.69861870989979,1.0,0.8308861529954166,1.69861870989979
6.300000000000001,1.69861870989979,1.0,0.9346568258710513,1.69861870989979
6.4,1.687601075510082,1.0,0.9060370500557661,1.687601075510082
6.5,1.6657395614066075,1.0,0.8558758164467561,1.6657395614066075
6.6000000000000005,1.633378936726214,1.0,0.7736798036414915,1.633378936726214
6.7,1.5910295478514105,1.0,0.8477268023172565,1.5910295478514105
6.800000000000001,1.539359269943052,1.0,0.8788379266786874,1.539359269943052
6.9,1.4791829741500817,1.0,0.9753425649907446,1.4791829741500817
7.0,1.4114496766047313,1.0,0.9644035544950331,1.4114496766047313
7.1000000000000005,1.3372275718712001,1.0,0.996890793656181,1.3372275718712001
7.2,1.2576871868792745,1.0,0.9903683644230655,1.2576871868792745
7.300000000000001,1.1740829210153976,1.0,0.9828152109645999,1.1740829210153976
7.4,1.0877332634950128,1.0,1.0701695643660174,1.0877332634950128
7.5,1.0000000000000002,1.0,1.042326246643217,1.0000000000000002
7.6000000000000005,0.9122667365049878,1.0,1.1009157286960027,0.9122667365049878
7.7,0.8259170789846016,1.0,1.076022201773235,0.8259170789846016
7.800000000000001,0.7423128131207248,1.0,1.1130665577394758,0.7423128131207248
7.9,0.6627724281287992,1.0,1.1469629263928376,0.6627724281287992
8.0,0.5885503233952691,1.0,1.165561488876174,0.5885503233952691
8.1,0.5208170258499185,1.0,1.1962751473762223,0.5208170258499185
8.200000000000001,0.46064073005694683,1.0,1.0860611180100719,0.46064073005694683
8.3,0.40897045214858907,1.0,1.1418338833496695,0.40897045214858907
8.4,0.3666210632737863,1.0,1.1830897982481092,0.3666210632737863
8.5,0.3342604385933926,1.0,1.110050421214145,0.3342604385933926
8.6,0.31239892448991813,1.0,1.0135528211431541,0.31239892448991813
8.700000000000001,0.30138129010021,1.0,0.9414756733668334,0.30138129010021
8.8,0.30138129010021,1.0,1.0408874036899718,0.30138129010021
8.9,0.312398924489918,1.0,1.0527071159961259,0.312398924489918
9.0,0.3342604385933924,1.0,1.1623415542473268,0.3342604385933924
9.1,0.3666210632737861,1.0,1.0568747889708083,0.3666210632737861
9.200000000000001,0.40897045214859007,1.0,1.07234954092954,0.40897045214859007
9.3,0.46064073005694806,1.0,1.0253021538334135,0.46064073005694806
9.4,0.5208170258499181,1.0,1.0362134169059252,0.5208170258499181
9.5,0.5885503233952686,1.0,1.2495816743704191,0.5885503233952686
9.600000000000001,0.6627724281287997,1.0,1.3326645928651406,0.6627724281287997
9.700000000000001,0.7423128131207253,1.0,1.4256162951339706,0.7423128131207253
9.8,0.8259170789846023,1.0,1.4354207477756886,0.8259170789846023
9.9,0.9122667365049872,1.0,1.461840410792608,0.9122667365049872
10.0,0.9999999999999997,1.0,1.4483590930827153,0.9999999999999997
10.100000000000001,1.0877332634950145,1.0,1.414353853113412,1.0877332634950145
10.200000000000001,1.1740829210153994,1.0,1.3810018304155207,1.1740829210153994
10.3,1.2576871868792752,1.0,1.3130924100090682,1.2576871868792752
10.4,1.3372275718712008,1.0,1.2356844693783455,1.3372275718712008
10.5,1.4114496766047309,1.0,1.166760240027092,1.4114496766047309
10.600000000000001,1.4791829741500824,1.0,1.1216452041416827,1.4791829741500824
10.700000000000001,1.5393592699430532,1.0,1.130822417943457,1.5393592699430532
10.8,1.5910295478514103,1.0,1.1078282414050062,1.5910295478514103
10.9,1.6333789367262137,1.0,1.1476422158868589,1.6333789367262137
11.0,1.6657395614066068,1.0,1.1459426034930131,1.6657395614066068
11.100000000000001,1.6876010755100825,1.0,1.152619314915973,1.6876010755100825
11.200000000000001,1.69861870989979,1.0,1.041183272272493,1.69861870989979
11.3,1.69861870989979,1.0,1.0393305119345766,1.69861870989979
11.4,1.687601075510082,1.0,1.1423925128110985,1.687601075510082
11.5,1.6657395614066077,1.0,1.1551301915388785,1.6657395614066077
11.600000000000001,1.633378936726213,1.0,1.0550536067531113,1.633378936726213
11.700000000000001,1.5910295478514107,1.0,1.0329854339496927,1.5910295478514107
11.8,1.539359269943052,1.0,1.0180258930403787,1.539359269943052
11.9,1.4791829741500828,1.0,0.9752168658605661,1.4791829741500828
12.0,1.4114496766047315,1.0,1.0098407711774788,1.4114496766047315
12.100000000000001,1.3372275718712003,1.0,1.0634265301799353,1.3372275718712003
12.200000000000001,1.2576871868792736,1.0,1.0543915446559613,1.2576871868792736
12.3,1.1740829210153978,1.0,1.077731157629634,1.1740829210153978
12.4,1.087733263495013,1.0,1.0350507188895282,1.087733263495013
12.5,1.0000000000000004,1.0,1.0628497787816888,1.0000000000000004
12.600000000000001,0.9122667365049867,1.0,1.0285584533349188,0.9122667365049867
12.700000000000001,0.8259170789846006,1.0,1.0039815574161883,0.8259170789846006
12.8,0.742312813120725,1.0,1.06659125513848,0.742312813120725
12.9,0.6627724281287992,1.0,0.967407223360899,0.6627724281287992
13.0,0.5885503233952691,1.0,1.044144574764359,0.5885503233952691
13.100000000000001,0.5208170258499168,1.0,1.0868807785973407,0.5208170258499168
13.200000000000001,0.4606407300569485,1.0,1.151259251445843,0.4606407300569485
13.3,0.4089704521485892,1.0,1.174297072643717,0.4089704521485892
13.4,0.3666210632737863,1.0,1.2721746207037516,0.3666210632737863
13.5,0.3342604385933926,1.0,1.2916547490676848,0.3342604385933926
13.600000000000001,0.3123989244899177,1.0,1.2798050916056998,0.3123989244899177
13.700000000000001,0.30138129010020986,1.0,1.216764963991802,0.30138129010020986
13.8,0.30138129010021,1.0,1.2051540732130754,0.30138129010021
13.9,0.3123989244899179,1.0,1.1246742433354526,0.3123989244899179
14.0,0.3342604385933924,1.0,1.0846148592783813,0.3342604385933924
14.100000000000001,0.36662106327378596,1.0,1.2536796764758016,0.36662106327378596
14.200000000000001,0.40897045214859007,1.0,1.325488388907923,0.40897045214859007
14.3,0.46064073005694783,1.0,1.2155821724857296,0.46064073005694783
14.4,0.5208170258499181,1.0,1.0674244013835625,0.5208170258499181
14.5,0.5885503233952685,1.0,0.9613473294552384,0.5885503233952685
14.600000000000001,0.6627724281288006,1.0,0.8810619833691444,0.6627724281288006
14.700000000000001,0.7423128131207264,1.0,1.0523355193247097,0.7423128131207264
14.8,0.8259170789846022,1.0,1.1973622251110076,0.8259170789846022
14.9,0.912266736504987,1.0,1.2145647603982672,0.912266736504987
15.0,0.9999999999999994,1.0,1.1508938227737329,0.9999999999999994
15.100000000000001,1.0877332634950145,1.0,0.9613835831671015,1.0877332634950145
15.200000000000001,1.174082921015397,1.0,0.8660092308076581,1.174082921015397
15.3,1.257687186879275,1.0,1.0912373995788185,1.257687186879275
15.4,1.3372275718712006,1.0,1.1294934175909241,1.3372275718712006
15.5,1.4114496766047306,1.0,1.0714512765386723,1.4114496766047306
15.600000000000001,1.479182974150083,1.0,1.0977939807614727,1.479182974150083
15.700000000000001,1.539359269943053,1.0,1.2181668587743126,1.539359269943053
15.8,1.5910295478514107,1.0,1.2505714105410048,1.5910295478514107
15.9,1.6333789367262135,1.0,1.3164399024008278,1.6333789367262135
16.0,1.6657395614066073,1.0,1.3360758911639945,1.6657395614066073
16.1,1.6876010755100819,1.0,1.3646011509655798,1.6876010755100819
16.2,1.69861870989979,1.0,1.456826056956642,1.69861870989979
16.3,1.69861870989979,1.0,1.4664567859040099,1.69861870989979
16.400000000000002,1.6876010755100816,1.0,1.375100604183569,1.6876010755100816
16.5,1.6657395614066077,1.0,1.338376276599803,1.6657395614066077
16.6,1.633378936726213,1.0,1.3555512006127242,1.633378936726213
16.7,1.5910295478514114,1.0,1.396976531926454,1.5910295478514114
16.8,1.539359269943052,1.0,1.3834302933970015,1.539359269943052
16.900000000000002,1.4791829741500804,1.0,1.2993237100825978,1.4791829741500804
17.0,1.4114496766047315,1.0,1.2553960085612619,1.4114496766047315
17.1,1.3372275718711994,1.0,1.22097067519629,1.3372275718711994
17.2,1.257687186879276,1.0,1.226294611667503,1.257687186879276
17.3,1.174082921015398,1.0,1.1717753487186435,1.174082921015398
17.400000000000002,1.087733263495013,1.0,1.1880011494431462,1.087733263495013
17.5,1.0000000000000007,1.0,1.0763146973966053,1.0000000000000007
17.6,0.9122667365049857,1.0,0.9676449657835411,0.9122667365049857
17.7,0.8259170789846032,1.0,0.9224291051468179,0.8259170789846032
17.8,0.7423128131207251,1.0,0.9698333917297286,0.7423128131207251
17.900000000000002,0.6627724281287994,1.0,1.1193401978298332,0.6627724281287994
18.0,0.5885503233952694,1.0,1.0914785847289692,0.5885503233952694
18.1,0.5208170258499187,1.0,1.0371721557165767,0.5208170258499187
18.2,0.4606407300569486,1.0,0.9936685539640762,0.4606407300569486
18.3,0.4089704521485893,1.0,1.0144670695245506,0.4089704521485893
18.400000000000002,0.3666210632737854,1.0,1.0143191371763762,0.3666210632737854
18.5,0.3342604385933927,1.0,1.1457227331454465,0.3342604385933927
18.6,0.3123989244899177,1.0,1.2307671814901284,0.3123989244899177
18.7,0.30138129010021,1.0,1.2653645443642123,0.30138129010021
18.8,0.30138129010021,1.0,1.1205341973595373,0.30138129010021
18.900000000000002,0.31239892448991835,1.0,0.9355844707741934,0.31239892448991835
19.0,0.3342604385933924,1.0,1.0049079612777858,0.3342604385933924
19.1,0.36662106327378696,1.0,1.1235666203540573,0.36662106327378696
19.200000000000003,0.40897045214858996,1.0,1.1764157798796537,0.40897045214858996
19.3,0.46064073005694783,1.0,1.0901381408782753,0.46064073005694783
19.400000000000002,0.5208170258499178,1.0,1.0197191318826428,0.5208170258499178
19.5,0.5885503233952682,1.0,0.9531743681966569,0.5885503233952682
19.6,0.6627724281288006,1.0,0.8776404830120946,0.6627724281288006
19.700000000000003,0.7423128131207262,1.0,0.9170496993588118,0.7423128131207262
19.8,0.825917078984602,1.0,0.8896983621490321,0.825917078984602
19.900000000000002,0.9122667365049868,1.0,0.9943161242128937,0.9122667365049868
20.0,0.9999999999999993,1.0,1.1287273451090645,0.9999999999999993
